System,River,ReturnYear,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4
Bristol Bay,Igushik,2007,1022674.96,0,0,0,0,0,0,772529.88,202313.47,2902.7,0,0,40568.44,4360.49,0,0,0,0,0
Bristol Bay,Igushik,2008,1889371.77,0,0,0,0,0,0,596355.81,1273848.24,5339.89,0,0,2016.95,11810.89,0,0,0,0,0
Bristol Bay,Igushik,2009,1585347.99,0,0,0,0,0,0,326356.13,1202309.42,755.92,0,0,16999.24,38927.29,0,0,0,0,0
Bristol Bay,Igushik,2010,1407871.09,0,0,1066.23,0,0,0,187979.08,1169822.41,1105.88,0,0,28673.87,18650.02,0,573.62,0,0,0
Bristol Bay,Igushik,2011,1015858.07,0,0,0,0,0,0,160642.15,782302.55,2298.43,0,0,18501.22,51682.83,0,0,430.91,0,0
Bristol Bay,Igushik,2012,507189.87,0,0,0,0,0,0,52686.86,422953.08,2195.83,0,0,16132.63,13221.47,0,0,0,0,0
Bristol Bay,Igushik,2013,692621.21,0,0,0,0,0,0,132117.48,513178.23,969.74,0,0,38404.99,7950.76,0,0,0,0,0
Bristol Bay,Igushik,2014,1436716.92,0,810.74,0,0,0,0,567822.62,752041.38,2844.02,0,0,56133.88,56731.61,332.66,0,0,0,0
Bristol Bay,Igushik,2015,1643325.82,0,389.18,0,0,0,0,507823.44,1132808.39,0,0,0,500.24,1804.57,0,0,0,0,0
Bristol Bay,Igushik,2016,1850333.7,0,0,1430.57,0,0,0,364111.88,1460187.56,0,0,0,11164.59,13439.1,0,0,0,0,0
Bristol Bay,Igushik,2017,1230311.72,0,0,0,0,0,1765.77,906912.97,312467.77,2026.78,0,0,4050.31,3088.12,0,0,0,0,0
Bristol Bay,Igushik,2018,1920088.32,0,0,0,0,0,0,734903.92,1180877.04,3629.09,0,0,678.27,0,0,0,0,0,0
Bristol Bay,Igushik,2019,1358926.98,0,0,0,0,0,850.61,233249,1115187.11,1039.13,0,1.39,5345.27,3254.47,0,0,0,0,0
Bristol Bay,Igushik,2020,1212549.01,0,0,0,0,0,2072.55,555164.65,647132.75,2.21,0,0,8176.85,0,0,0,0,0,0
Bristol Bay,Igushik,2021,2023217.77,0,0,0,0,0,0,1014243.62,931969.38,6322.33,0,0,11615.23,59067.22,0,0,0,0,0
Bristol Bay,Igushik,2022,2986219.25,0,0,0,0,0,668.49,664431.29,2305767.15,2190.77,0,0,4485.74,8675.81,0,0,0,0,0
Bristol Bay,Igushik,2023,1379859.1,0,0,0,0,0,0,303697.42,1022200.03,7047.3,0,0,24611.45,22302.88,0,0,0,0,0
Bristol Bay,Igushik,2024,1572250.11,0,0,0,0,0,2390.6,1132855.68,393200.05,1483.12,0,0,31470.44,10850.21,0,0,0,0,0
Bristol Bay,Igushik,2025,3029350.65,0,0,0,0,0,1095.88,164572,2796351.09,8350.84,0,0,11100.05,47880.79,0,0,0,0,0
Bristol Bay,Kvichak,1963,615338.55,0,0,0,0,0,0,236513.57,32838.21,1413.22,0,950.68,139962.01,203660.86,0,0,0,0,0
Bristol Bay,Kvichak,1964,2181685.06,0,1601.85,0,0,0,0,1017276.97,0.04,6053.05,0,889149.07,208488.97,59115.11,0,0,0,0,0
Bristol Bay,Kvichak,1965,48627304.92,0,0,0,0,0,0,415244.56,456190.02,0,0,0,47748182.66,5451.37,0,0,2236.31,0,0
Bristol Bay,Kvichak,1966,8915532.98,0,0,0,0,0,0,107816.71,201592.69,3128,0,1970.01,2307308.59,6282091.62,0,0,11625.36,0,0
Bristol Bay,Kvichak,1967,5545422.53,0,0,606.38,0,0,3244.01,31231.48,133172.55,0,0,112.55,4720118.38,647560.41,0,0,5315.71,4061.05,0
Bristol Bay,Kvichak,1968,3975964.1,0,0,0,0,0,23983.41,2288423.18,80022.55,0,0,111881.73,925528.36,534851.18,0,0,8962.95,2310.75,0
Bristol Bay,Kvichak,1969,14054748.97,0,4762.74,0,0,0,3428.68,10321864.3,288370.73,0,0,485628.76,2613880.92,336812.84,0,0,0,0,0
Bristol Bay,Kvichak,1970,34839684.71,0,0,0,0,0,0,524321.6,299792.79,3941.44,0,16341.65,33528680.52,446099.36,0,0,6605.65,13901.7,0
Bristol Bay,Kvichak,1971,6978106.78,0,1788.21,14745.09,0,0,0,342819.38,885877.94,0,0,2298.78,4568770.71,1159447.18,0,0,1291.71,1067.79,0
Bristol Bay,Kvichak,1972,2132286.58,0,0,0,968,0,0,300687.47,321956.12,0,0,0,991238.61,517436.38,0,0,0,0,0
Bristol Bay,Kvichak,1973,410486.63,0,0,748.09,0,0,611.29,149287.16,38561.1,64.8,0,6123.72,104011.23,109957.21,1122.04,0,0,0,0
Bristol Bay,Kvichak,1974,5061353.09,0,0,0,0,0,0,45470.51,321597.19,4513.74,0,28962.38,4476992.48,176511.83,0,0,7304.95,0,0
Bristol Bay,Kvichak,1975,16219630.7,0,0,0,0,0,4360.07,321013.18,40279.63,0,0,45181.86,15247972.68,546728.39,0,0,12149.34,1945.55,0
Bristol Bay,Kvichak,1976,3545332.46,0,0,0,0,0,0,1971913.29,653574.96,0,0,0,919844.21,0,0,0,0,0,0
Bristol Bay,Kvichak,1977,1675472.25,0,0,1203.54,0,0,14322.33,531509.24,142304.9,0,0,2633.87,886252.19,95528.56,0,0,1142.36,575.27,0
Bristol Bay,Kvichak,1978,7919094.22,0,0,0,0,0,6365.41,6047998.65,1048800.18,10885.84,0,319232.38,252856.85,232954.89,0,0,0,0,0
Bristol Bay,Kvichak,1979,24927042.45,0,0,0,0,0,5347.5,5468930.89,1845015.04,0,0,314282.12,16927229.39,351747.96,0,0,14489.55,0,0
Bristol Bay,Kvichak,1980,37931680.06,0,6589.96,16621.15,0,0,36698.78,5940227.81,1305049.21,0,0,37502.13,29958381.51,616516.2,0,0,14093.31,0,0
Bristol Bay,Kvichak,1981,6901353.49,0,0,4898.86,0,0,1122.31,2024757.7,675757.59,0,0,2129.53,3806685.58,382348.24,0,0,3653.68,0,0
Bristol Bay,Kvichak,1982,2811875.14,0,2381.12,0,0,0,53984.78,1613301.04,718009.89,3355.27,0,15273.29,174743.8,230825.96,0,0,0,0,0
Bristol Bay,Kvichak,1983,21496871.57,0,0,0,0,0,1374.28,18868217.35,1063135.97,0,0,69687.45,1372782.63,121673.88,0,0,0,0,0
Bristol Bay,Kvichak,1984,23930917.96,0,0,0,0,0,0,2539066.59,2470065.01,0,0,13602.86,17920528.05,987655.45,0,0,0,0,0
Bristol Bay,Kvichak,1985,14093497.29,0,0,5260.61,0,0,0,745204.88,1385037.26,0,0,0,8291131.06,3664906.09,0,0,0,1957.39,0
Bristol Bay,Kvichak,1986,2012448.61,0,0,0,0,0,909.04,492725.22,188998.3,2963.29,0,530.64,962184.74,364137.39,0,0,0,0,0
Bristol Bay,Kvichak,1987,10318113.26,968.8,0,0,0,0,0,9267004.56,385822.91,0,0,2975.85,514201.05,147140.1,0,0,0,0,0
Bristol Bay,Kvichak,1988,6860048.61,0,3827.45,1184.4,0,0,7558.73,2578692.8,2995169.76,4844.08,0,46572.42,1111077.28,111121.69,0,0,0,0,0
Bristol Bay,Kvichak,1989,20484408,0,1587.56,6640.51,0,0,0,1051304.82,1438442.5,4091.97,0,36966.38,17559241.79,386132.47,0,0,0,0,0
Bristol Bay,Kvichak,1990,18192988.96,0,28974.26,22026.83,0,0,7294.43,652916.62,959015.79,0,0,0,14851620.7,1663050.62,8089.7,0,0,0,0
Bristol Bay,Kvichak,1991,8613126.79,0,8518.17,55116.44,371.23,0,6197.61,4715391.65,868158.92,3134.19,0,32611.88,1539423.86,1382907.31,0,0,1295.54,0,0
Bristol Bay,Kvichak,1992,10628639.81,0,31828.46,23769.26,6575.38,0,3333.2,3035791.52,2193830.71,22539.7,0,17857.54,4276085.76,1007435.71,8513.45,0,0,1079.12,0
Bristol Bay,Kvichak,1993,8064870.93,0,5138.25,59852.5,981.35,0,2740.68,1860643.87,1958434.41,3167.85,0,146492.58,3698337.32,329082.11,0,0,0,0,0
Bristol Bay,Kvichak,1994,21592336.78,0,0,7655.96,1909.71,0,1129.58,1635679.82,1072382.74,1920.26,0,82362.87,18335388.84,453907.02,0,0,0,0,0
Bristol Bay,Kvichak,1995,28426663.1,0,3450.16,2556.19,0,0,0,2192435.47,890766.53,0,0,1940.03,22046413.94,3276620.61,0,0,12480.17,0,0
Bristol Bay,Kvichak,1996,4474670.19,0,0,3727.13,0,0,229.69,651582.69,1181693.15,0,0,2138.09,1008515.73,1626783.69,0,0,0,0,0
Bristol Bay,Kvichak,1997,2392217.58,0,0,0,0,0,1846.67,1087088.06,300635.19,12027.41,0,678.34,751845.12,236952.15,1144.66,0,0,0,0
Bristol Bay,Kvichak,1998,3811020.55,0,0,0,2571.05,0,17605.41,2023631.04,873115.77,0,0,47953.45,683919.41,162224.41,0,0,0,0,0
Bristol Bay,Kvichak,1999,13203151.61,0,0,0,0,0,0,7737952.02,1062071.6,4918.43,0,0,3920260.55,477949,0,0,0,0,0
Bristol Bay,Kvichak,2000,3569959.42,0,0,0,15.69,0,0,547555.94,2098055.65,94.14,0,0,677133.03,247104.98,0,0,0,0,0
Bristol Bay,Kvichak,2001,1940224.71,0,0,73.38,0,0,58.71,159364.71,1651817.79,7703.2,0,14.68,24302.42,96801.76,88.06,0,0,0,0
Bristol Bay,Kvichak,2002,897873.61,0,14.31,0,0,0,370.1,375942.28,140515.84,9155.28,0,638.14,342016.94,27655.75,1500.6,0,50.08,14.31,0
Bristol Bay,Kvichak,2003,2001790.19,0,0,0,0,0,15.56,1010493.44,422187.12,575.78,0,51079.33,343819.12,173308.6,62.25,0,248.99,0,0
Bristol Bay,Kvichak,2004,8091278.31,0,0,17.56,0,0,0,1884667.88,278784.26,18295.83,0,0,5815822.77,93558.68,123.42,0,0,0,7.91
Bristol Bay,Kvichak,2005,2867678.89,0,0,19.44,0,0,3390.7,633259.03,1264567,12362.33,0,1450.36,742842.99,208249.33,0,0,1537.72,0,0
Bristol Bay,Kvichak,2006,5715389.8,0,9968.77,0,1783.57,0,3846.74,2456932.19,2051098.47,1992.14,0,2385.72,819689.21,367259.35,60.76,0,312.13,60.76,0
Bristol Bay,Kvichak,2007,5917491.96,0,0,0,0,0,0,3595854.01,1265247.02,12833.87,0,0,142426.3,901130.76,0,0,0,0,0
Bristol Bay,Kvichak,2008,6032351.8,0,0,0,0,0,4315.99,4799243.54,1186521.23,623.59,0,0,31398.66,10248.8,0,0,0,0,0
Bristol Bay,Kvichak,2009,6961784.09,0,0,0,0,0,2910.88,1254242.56,2931163.8,9276.59,0,0,2634425.85,129764.41,0,0,0,0,0
Bristol Bay,Kvichak,2010,10779329.07,0,0,0,0,0,0,3663815.12,2033447.41,0,0,0,4527247.86,554818.67,0,0,0,0,0
Bristol Bay,Kvichak,2011,7228364.44,0,0,0,0,0,0,1542519.62,2701997.17,8367.21,0,24304.71,1197114.78,1754060.95,0,0,0,0,0
Bristol Bay,Kvichak,2012,12269042.28,0,0,5361.72,1768.02,0,0,2680276.85,1853138.55,1879.05,0,2521.16,6975694.85,746953.27,1159.05,0,289.76,0,0
Bristol Bay,Kvichak,2013,6325832.55,0,0,0,0,0,3046.78,741126.9,1931316.28,5956.06,0,11614.05,1247831.26,2380396.53,4285.17,0,0,259.52,0
Bristol Bay,Kvichak,2014,17609473.74,0,0,302.97,0,0,4590.98,6056268.63,1002139.75,30157.64,0,87433.16,9731029.16,679367.62,15623.17,0,2560.65,0,0
Bristol Bay,Kvichak,2015,23103789.69,0,7703.31,36.49,0,0,21301.03,2846068.64,5544927.76,5283.88,0,43950.34,13230425.14,1396185.01,0,0,7908.09,0,0
Bristol Bay,Kvichak,2016,14195449.42,0,0,0,0,0,2615.71,8590994.5,2168999.19,0,0,3701.59,2573729.23,851679.14,0,0,3730.05,0,0
Bristol Bay,Kvichak,2017,7250329.09,0,0,0,0,0,9832.3,3713931.2,2635003.48,48.7,0,2155.1,397152.82,491949.8,0,0,251.54,4.16,0
Bristol Bay,Kvichak,2018,7466680.01,0,0,0,0,0,4226.64,4484066.15,2789273.85,1907.51,8.6,4882.9,38269.39,143170.08,552.86,0,0,322.02,0
Bristol Bay,Kvichak,2019,7936268.79,0,0,0,0,0,3010.94,5743118.17,2072930.09,13158.63,0,0.35,71801.76,32242.9,0,0,0,5.95,0
Bristol Bay,Kvichak,2020,9866664.6,0,0,0,0,0,1510.99,2659890.63,7068370.86,14260.02,0,0,119279.24,3352.86,0,0,0,0,0
Bristol Bay,Kvichak,2021,8907367.52,0,0,0,0,0,12734.79,6164745.29,1895608.64,4889.17,0,8431.54,577513.29,243444.8,0,0,0,0,0
Bristol Bay,Kvichak,2022,13647265.59,0,0,0,0,0,0,6416570.52,4963345.92,1138.64,0,0,2091249.88,174283.26,0,0,677.37,0,0
Bristol Bay,Kvichak,2023,8759375.67,0,0,0,0,0,11391.82,1233550.99,5597038.68,9247.42,0,2921.05,367103.99,1536242.24,1759.5,0,119.98,0,0
Bristol Bay,Kvichak,2024,12207052.98,0,0,0,0,0,0,9939082.92,1169655.81,2070.59,0,0,766422.78,319582.19,9907.27,0,331.41,0,0
Bristol Bay,Kvichak,2025,7515137.31,0,0,0,0,0,0,1161976.78,5398609.88,2543.78,0,209.11,663555.71,285679.88,726.23,0,1835.94,0,0
Bristol Bay,Naknek,1963,1796531.01,0,0,0,0,0,0,486708.05,140335.03,452.5,0,7813.45,597027.88,563156.16,225.06,0,812.88,0,0
Bristol Bay,Naknek,1964,1943395.18,0,0,112.72,0,0,0,1072773.46,230912.96,98.06,0,4347.32,532279.88,101204.34,0,0,1666.43,0,0
Bristol Bay,Naknek,1965,1222067.36,0,0,0,0,0,169.72,112176.05,286245.42,0,0,4331.49,549352.74,266999.3,0,0,0,2792.63,0
Bristol Bay,Naknek,1966,2884786.49,0,0,0,0,0,0,130455.48,971787.01,0,0,5808.65,330857.29,1443356.3,0,0,2521.76,0,0
Bristol Bay,Naknek,1967,1555050.91,0,0,0,0,0,742.75,141943.79,262140.78,7771.39,0,23215.31,396108.3,721523.19,1605.41,0,0,0,0
Bristol Bay,Naknek,1968,1822083.25,0,0,0,0,0,12877.19,342531.15,416187.28,1575.42,0,34421.07,700969.83,303500.94,0,0,6576.2,3444.18,0
Bristol Bay,Naknek,1969,2641101.32,0,0,0,0,0,13371.02,634432.36,256174.07,0,0,37063.76,1275540.21,418189.57,0,0,6330.33,0,0
Bristol Bay,Naknek,1970,2689519.09,0,0,0,0,0,0,918492.72,600345.07,0,0,2025.06,854534.67,309691.93,0,0,4429.64,0,0
Bristol Bay,Naknek,1971,3658033.57,0,0,0,0,0,3584.57,352459.44,2573069.5,0,0,3786.91,209617.75,515515.4,0,0,0,0,0
Bristol Bay,Naknek,1972,1468384.34,0,0,0,0,0,0,126410.37,522756.82,2999.75,0,0,330689.35,485528.04,0,0,0,0,0
Bristol Bay,Naknek,1973,684258.62,0,0,0,0,0,597.44,45888.72,202856.85,0,0,4366.22,88011.46,342019.37,518.56,0,0,0,0
Bristol Bay,Naknek,1974,1474643.48,0,0,0,0,0,224.92,161583.01,240153.29,257.02,0,17756.18,837020.68,216580.36,456.55,0,611.47,0,0
Bristol Bay,Naknek,1975,3211149.76,0,0,0,0,0,2937.67,349683.81,281375.7,0,0,17309.15,1549927.84,1007864.58,0,0,2051.01,0,0
Bristol Bay,Naknek,1976,3200600.09,0,0,0,0,0,0,228954.02,630688.13,0,0,35045.76,1777139.5,504895.21,0,0,17443.86,6433.61,0
Bristol Bay,Naknek,1977,2912820.42,0,0,1257.41,0,0,1543.6,610279.99,397108,1477.59,0,254.93,359615.22,1537578.39,0,0,1978.88,1726.41,0
Bristol Bay,Naknek,1978,2256809.8,0,0,0,0,0,1028.95,253898.57,715809.31,5083.6,0,1832.32,564688.75,676508.8,25169.99,0,3617.88,9171.63,0
Bristol Bay,Naknek,1979,2826605.63,0,0,0,0,0,4277.45,456699.19,393360.19,0,0,11804.21,1103750.03,850378.26,2646.66,0,0,3689.64,0
Bristol Bay,Naknek,1980,5080050.3,0,0,0,0,0,4428.83,1013492.78,1630147.31,0,0,4422.77,1539430.16,880689.55,0,0,7438.9,0,0
Bristol Bay,Naknek,1981,8756831.24,0,0,4312.68,0,0,393.05,788791.19,4461321.04,0,0,0,1950161.37,1547265.51,0,0,4586.4,0,0
Bristol Bay,Naknek,1982,4660805.79,0,0,0,0,0,8951.04,490173.61,2456927.57,24291.81,0,9730.53,145843.81,1520143.7,4743.71,0,0,0,0
Bristol Bay,Naknek,1983,3308264.25,0,0,0,0,0,802.92,1389278.69,949602.28,74909.36,0,5950.06,631141.11,242958.83,10680.4,0,0,2940.61,0
Bristol Bay,Naknek,1984,3876353.27,0,0,0,0,0,4917.33,1059832.79,1322933.66,2206.2,0,17348.8,761179.39,704090.23,1393.63,0,958.34,1492.88,0
Bristol Bay,Naknek,1985,4237309.75,0,0,0,0,0,5105.34,772537.98,1633506.25,5049.53,0,5872.94,1344991.41,464176.51,0,0,6069.8,0,0
Bristol Bay,Naknek,1986,3991315.65,0,0,0,0,0,0,163880.67,2360631.39,11988.32,0,0,592812.2,860503.65,0,0,0,1499.41,0
Bristol Bay,Naknek,1987,2319010.08,0,0,0,0,0,248.56,179536,941344.98,18750.74,0,7908.85,225871.89,943847.48,1501.58,0,0,0,0
Bristol Bay,Naknek,1988,1962972.63,0,0,0,0,0,2109.99,513736.3,556011.9,27630.39,0,30951.35,351039.26,477076.07,4417.37,0,0,0,0
Bristol Bay,Naknek,1989,3669831.3,0,0,1525.86,0,0,7751.95,828787.44,827818.97,5897.08,682.94,31776.94,1575843.64,382132.66,7613.82,0,0,0,0
Bristol Bay,Naknek,1990,8300331.6,0,2660.29,5554.81,3713.35,0,0,1858983.83,3274444.94,12059.87,0,2489.48,1612753.36,1527671.67,0,0,0,0,0
Bristol Bay,Naknek,1991,9754424.63,0,0,14665.4,0,0,0,369590.26,6684278.94,54935.13,0,2471.61,1219364.53,1407689.15,1429.62,0,0,0,0
Bristol Bay,Naknek,1992,5222906.79,0,0,0,3069.01,0,1191.78,354737.96,1244917.68,439131.49,0,31753.37,616859.47,2484591.12,37992.49,0,0,8662.4,0
Bristol Bay,Naknek,1993,5577184.76,0,0,0,0,0,0,360910.26,1120895.26,119538.62,742.8,4535.83,780077.43,3148639.66,41844.9,0,0,0,0
Bristol Bay,Naknek,1994,3700808.24,0,2264.59,0,0,0,11436.8,659726.9,819386.62,18881.18,0,54894.24,1406718.53,716195.4,11303.97,0,0,0,0
Bristol Bay,Naknek,1995,3440141.64,0,0,0,0,0,0,451505.36,911101.44,0,0,2602.95,1531081.46,537975.15,3330.34,0,2544.94,0,0
Bristol Bay,Naknek,1996,4662460.93,0,0,5617.72,0,0,122.46,158742.82,3533615.67,5004.68,0,487.37,139216.17,819654.02,0,0,0,0,0
Bristol Bay,Naknek,1997,1910810.2,0,0,0,0,0,4949.92,352180.97,751849.02,62714.28,0,14445.34,282464.85,424425.08,16163.6,1617.13,0,0,0
Bristol Bay,Naknek,1998,2365116.32,0,0,0,0,0,8708.23,504530.83,1121937.81,11956.29,0,17068.58,430638.54,265278.32,1458.44,0,3539.28,0,0
Bristol Bay,Naknek,1999,4701483.59,0,0,0,0,0,1386.14,2425255.5,758141.95,24034.42,0,502.14,730718.84,761444.59,0,0,0,0,0
Bristol Bay,Naknek,2000,3967486.11,0,0,0,282.7,0,0,340634.57,3130745.33,1696.2,0,0,117754,376373.32,0,0,0,0,0
Bristol Bay,Naknek,2001,5991184.94,0,0,1330.84,0,0,1064.67,97471.5,5591154.34,68798.1,0,6840.81,49654.19,172127.95,2742.56,0,0,0,0
Bristol Bay,Naknek,2002,2813597.66,0,256.54,0,0,0,0,595642.3,899635.54,107358.68,0,1475.21,825499.88,379239.65,3335.44,0,897.88,256.54,0
Bristol Bay,Naknek,2003,4861853.12,0,0,0,0,0,2965.8,713059.89,1957153.57,15456.49,0,7565.74,553804.86,1604686.55,2675.55,0,4484.67,0,0
Bristol Bay,Naknek,2004,4066709.7,0,0,317.2,0,0,0,1207028.86,1388588.22,17915.99,0,0,707967.12,742520.17,2229.29,0,0,0,142.84
Bristol Bay,Naknek,2005,8765371.01,0,0,349.8,0,0,48568.93,484233.36,6824908.78,14886.73,0,10587.79,453896.9,927938.73,0,0,0,0,0
Bristol Bay,Naknek,2006,5342241.09,0,0,0,0,0,8942.06,1471105.54,2926493.3,79276.56,0,1829.34,396239.39,454432.12,1095.37,0,1732.05,1095.37,0
Bristol Bay,Naknek,2007,8438491.67,0,0,0,0,0,0,3692037.19,3683675.68,50778.73,0,0,250688.44,761311.63,0,0,0,0,0
Bristol Bay,Naknek,2008,9129940.88,0,0,0,0,0,36671.95,986911.34,7549811.98,93383.78,3419.84,3321.2,247183.19,209237.62,0,0,0,0,0
Bristol Bay,Naknek,2009,4912919.86,0,0,0,0,0,50441.7,1302924.77,1652172.79,279025.58,0,10574.39,979063.19,615269.01,21791.89,0,1656.54,0,0
Bristol Bay,Naknek,2010,5436897.9,0,0,0,0,0,17540.55,1657238.28,2255794.85,15654.87,0,18821.23,801427.19,665454.38,4966.55,0,0,0,0
Bristol Bay,Naknek,2011,5520113.23,0,0,994.3,0,0,23086.9,1861894.76,1928248.12,24685,0,14339.36,717671.07,947784.84,1408.89,0,0,0,0
Bristol Bay,Naknek,2012,3322918.24,0,0,88.52,0,0,5414.95,580269.34,1539525.31,33266.28,0,13079.87,645374.2,499064.36,4193.92,0,88.52,2552.98,0
Bristol Bay,Naknek,2013,3074881.62,0,0,0,0,0,97716.52,457482.25,1595287.1,31151.76,1168.68,5755.89,360751.13,524183.91,1305.01,0,0,79.37,0
Bristol Bay,Naknek,2014,5323139.59,0,0,92.58,0,0,82430.97,3220884.81,889893.76,6352.11,0,37968.62,396535.76,688888.41,92.58,0,0,0,0
Bristol Bay,Naknek,2015,6090439.23,0,0,0.15,0,0,11744.19,2215738.2,2291356.32,564.23,0,41339.21,1371746.64,157949.86,0,0,0.44,0,0
Bristol Bay,Naknek,2016,5037024.13,0,0,0,0,0,61369.24,2391536.7,1311129.44,1563.22,0,5726.84,864071.63,399926.54,1700.52,0,0,0,0
Bristol Bay,Naknek,2017,5975665.37,0,0,0,0,0,32824.06,2742095.41,2012814.04,74.8,0,0,616529.71,571249.2,0,0,12.76,65.39,0
Bristol Bay,Naknek,2018,6926059.98,0,0,0,0,0,38702.04,2955138,3315114.73,14097.8,33.8,2345.88,228371.82,369747.82,1967.88,0,0,540.21,0
Bristol Bay,Naknek,2019,8824530.44,0,0,0,0,0,1204.88,5261676.35,3159370.45,3882.09,0,0.68,240535.02,157853.5,0,0,0,7.46,0
Bristol Bay,Naknek,2020,10102211.96,0,0,0,0,0,57139.71,2594704.99,7055600.99,0,0,0,282087.1,112679.17,0,0,0,0,0
Bristol Bay,Naknek,2021,7180305.87,0,0,0,0,0,27602.54,4186127.65,2014709.37,67852.59,0,7239.54,423070.27,437104.72,16599.2,0,0,0,0
Bristol Bay,Naknek,2022,6455406.8,0,0,0,0,0,2534.03,2699792.58,2634429.64,5293.19,0,4078.61,783505.22,325060.98,0,0,712.56,0,0
Bristol Bay,Naknek,2023,6895356.03,0,0,0,0,0,34446.71,1164266.4,4610666.96,86803.26,0,1364.76,242830.22,754343.91,0,0,633.8,0,0
Bristol Bay,Naknek,2024,3160468.81,0,0,0,0,0,630.19,1532513.77,926915.42,38057.3,0,0,424149.61,236366.56,1170.56,0,665.39,0,0
Bristol Bay,Naknek,2025,4853062.22,0,0,0,0,0,7915.11,852963.18,3489925.07,9762.88,0,1813.22,157762.98,332476.89,442.9,0,0,0,0
Bristol Bay,Nushagak,1963,452397.67,0,0,39869.8,0,0,34662.9,0,311993.27,0,0,0,65871.7,0,0,0,0,0,0
Bristol Bay,Nushagak,1964,266354.88,0,6980.33,51365.85,3.03,0,0,0,0,0,0,0,169010.85,38994.83,0,0,0,0,0
Bristol Bay,Nushagak,1965,582186.38,0,11313.94,51758.97,3589.2,0,1451,210435.63,213741.41,601.63,0,0,47669.84,41624.75,0,0,0,0,0
Bristol Bay,Nushagak,1966,411584.84,0,0,19633.74,0,0,0,30.81,22240.48,2224.92,0,0,166547.31,188106.89,0,0,12800.69,0,0
Bristol Bay,Nushagak,1967,139628.99,0,13963.99,40442.49,10664.79,0,0,0,0,0,0,0,66347.76,8209.96,0,0,0,0,0
Bristol Bay,Nushagak,1968,218458.35,0,2117,9660.6,38788.92,0,0,0,0,22924.71,0,0,124685.1,20282.03,0,0,0,0,0
Bristol Bay,Nushagak,1969,184391.57,0,4968.44,13934.2,1350.56,0,669.87,86140.11,51330.16,226.39,0,0,15074.15,10697.68,0,0,0,0,0
Bristol Bay,Nushagak,1970,865759.51,0,9147.92,83442.93,0,0,2290.06,91353.33,672473.51,0,0,0,5088.87,1962.88,0,0,0,0,0
Bristol Bay,Nushagak,1971,674291.31,0,0,26639.71,1060.56,0,0,118677.09,520070.55,0,0,7843.4,0,0,0,0,0,0,0
Bristol Bay,Nushagak,1972,87174.07,0,0,0,0,0,0,35190.15,47473.79,0,0,0,4510.14,0,0,0,0,0,0
Bristol Bay,Nushagak,1973,417125.01,0,2653.72,97506.88,7853.86,0,0,4814.99,293844.58,4048.09,0,0,0,6402.89,0,0,0,0,0
Bristol Bay,Nushagak,1974,252194.81,0,1210.67,3369.78,5025.87,0,3816.14,127285.04,66889.06,2760.4,0,486.23,36821.13,4530.48,0,0,0,0,0
Bristol Bay,Nushagak,1975,1053797.8,0,3598.44,9601.37,0,0,0,0.99,12168.94,4045.32,0,0.76,745792.85,278589.14,0,0,0,0,0
Bristol Bay,Nushagak,1976,1083587.25,0,4045.62,75229.31,0,0,0,71034.18,807916.23,3442.5,0,0,28354.82,93564.58,0,0,0,0,0
Bristol Bay,Nushagak,1977,1096783.01,0,1111.57,25301.72,887.02,0,0,0.01,863254.69,2596.49,0,0,46130.07,157501.44,0,0,0,0,0
Bristol Bay,Nushagak,1978,1431831.67,0,15231.33,0,1815.78,128.15,33597.73,0,1231778.5,0,0,0,61562.14,87718.04,0,0,0,0,0
Bristol Bay,Nushagak,1979,1048799.63,0,6032.6,16604.07,0,0,0,622880.06,69.64,12061.64,0,0,347527.83,43018.87,0,0,604.91,0,0
Bristol Bay,Nushagak,1980,5389939.17,0,0,62380.83,13547.78,0,0,190046.54,4934293.18,0,0,0,154757.08,34913.75,0,0,0,0,0
Bristol Bay,Nushagak,1981,3875793.57,0,0,16136.16,0,0,0,21273.98,3422922.56,95362.89,0,7963.63,203259.64,108874.7,0,0,0,0,0
Bristol Bay,Nushagak,1982,4067177.59,0,72863.2,345825.41,63770.32,2595.99,0,89106.42,3028330.45,57970.42,0,0,0,406715.38,0,0,0,0,0
Bristol Bay,Nushagak,1983,2159923.6,0,22436.21,529083.82,133718.05,0,0,430996.67,933191.77,92537.42,0,0,11883.06,6076.61,0,0,0,0,0
Bristol Bay,Nushagak,1984,1340820.43,0,30303.88,523064.78,0,0,0,19768.34,767683.43,0,0,0,0,0,0,0,0,0,0
Bristol Bay,Nushagak,1985,995643.31,0,82470.03,101602.15,34504.48,0,1194.62,250006,312947.34,45525.5,0,0,167393.19,0,0,0,0,0,0
Bristol Bay,Nushagak,1986,2379337.93,0,115054.71,420279.41,8931.04,0,275.84,125109.03,1576924.66,8819.92,0,0,2611.89,121331.44,0,0,0,0,0
Bristol Bay,Nushagak,1987,1380199.93,0,10147.16,502453.48,34030.6,0,0,233673.06,594091.3,5804.33,0,0,0,0,0,0,0,0,0
