System,River,ReturnYear,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_1.1,AgeClass_0.3,AgeClass_1.2,AgeClass_2.1,AgeClass_0.4,AgeClass_1.3,AgeClass_2.2,AgeClass_1.4,AgeClass_2.3,AgeClass_3.2,AgeClass_1.5
Fraser River,Quesnel,2019,45543,0,0,0,0,5180,0,0,40130,233,0,0,0,0
Fraser River,Quesnel,2020,1474,0,0,8,0,296,0,0,1127,43,0,0,0,0
Fraser River,Quesnel,2021,121552,0,0,493,0,120329,0,0,730,0,0,0,0,0
Fraser River,Quesnel,2022,1501871,0,0,0,0,1501189,0,0,682,0,0,0,0,0
Fraser River,Quesnel,2023,97229,0,0,0,0,32632,0,0,64180,417,0,0,0,0
Fraser River,Quesnel,2024,22113,0,0,0,0,12305,0,0,8469,1339,0,0,0,0
Fraser River,Quesnel,2025,NA,NA,NA,0,NA,508735,NA,NA,NA,0,NA,NA,NA,NA
Fraser River,Chilko,1950,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Fraser River,Chilko,1951,NA,0,0,32000,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Fraser River,Chilko,1952,NA,0,0,3732,0,1643062,6131,NA,NA,0,NA,NA,NA,NA
Fraser River,Chilko,1953,827622,0,0,1489,0,560635,621,0,11182,254316,NA,NA,NA,NA
Fraser River,Chilko,1954,243929,0,0,3925,0,183278,954,0,10368,46358,0,1282,0,NA
Fraser River,Chilko,1955,683797,0,0,18732,0,644911,5004,0,4705,15449,0,1424,0,0
Fraser River,Chilko,1956,1859979,0,0,1172,0,1763929,114,0,20763,74115,0,0,0,0
Fraser River,Chilko,1957,601596,0,0,12234,0,514554,2583,0,35975,38833,0,3609,0,0
Fraser River,Chilko,1958,764916,0,0,32418,0,632132,2844,0,14004,86362,0,893,0,0
Fraser River,Chilko,1959,1485174,0,0,13905,0,1407963,1373,0,4415,58891,0,781,0,0
Fraser River,Chilko,1960,2451451,0,0,76,0,2379854,75,0,31011,40510,0,2233,0,0
Fraser River,Chilko,1961,163253,0,0,4055,0,117362,63,0,16684,25152,0,0,0,0
Fraser River,Chilko,1962,322839,0,0,23792,0,278320,1711,0,3149,17578,0,0,0,0
Fraser River,Chilko,1963,2230163,0,0,5472,0,2080497,1272,0,13613,130581,0,0,0,0
Fraser River,Chilko,1964,1066155,0,0,256,0,958877,1045,0,18659,88363,0,5091,0,0
Fraser River,Chilko,1965,151311,0,0,10657,0,52713,409,0,5980,81961,0,0,0,0
Fraser River,Chilko,1966,1014263,0,0,37579,0,960609,0,0,11583,4492,0,0,0,0
Fraser River,Chilko,1967,1134391,0,0,7252,0,1112861,3971,0,13582,696,0,0,0,0
Fraser River,Chilko,1968,1871759,0,0,1787,0,1818921,1343,0,4045,47006,0,18,0,0
Fraser River,Chilko,1969,377577,0,0,26456,0,138555,1782,0,55810,156756,0,841,0,0
Fraser River,Chilko,1970,790023,0,0,28734,0,744469,1479,0,2360,14460,0,0,0,0
Fraser River,Chilko,1971,2097077,0,0,46952,0,1933329,5300,0,27636,89160,0,0,0,0
Fraser River,Chilko,1972,2390848,0,0,4126,0,2349375,1108,0,23351,13996,0,0,0,0
Fraser River,Chilko,1973,464235,0,0,16775,0,369954,294,0,21925,55581,0,0,0,0
Fraser River,Chilko,1974,716817,0,0,58786,0,630046,5423,0,15839,12146,0,1128,0,0
Fraser River,Chilko,1975,825174,0,0,42709,0,740253,13222,0,1084,41128,0,0,0,0
Fraser River,Chilko,1976,1996881,0,0,8835,0,1947465,1309,0,0,40581,0,0,0,0
Fraser River,Chilko,1977,345187,0,0,26487,0,200775,2893,0,34424,83501,0,0,0,0
Fraser River,Chilko,1978,698368,0,0,22821,0,641497,3815,0,6807,27243,0,166,0,0
Fraser River,Chilko,1979,1438133,0,0,8457,0,1389008,20230,0,4312,36356,0,1744,0,0
Fraser River,Chilko,1980,1735477,0,0,3346,0,1650944,334,0,7375,73812,0,0,0,0
Fraser River,Chilko,1981,238521,0,0,8616,0,190527,0,0,25168,14210,0,390,0,0
Fraser River,Chilko,1982,1183719,0,0,9358,0,1169034,397,0,2743,2584,0,0,0,0
Fraser River,Chilko,1983,1715502,0,0,12504,0,1615466,1371,0,77743,9789,0,0,0,0
Fraser River,Chilko,1984,4009730,0,0,1722,0,3920494,414,0,72206,15308,0,0,0,0
Fraser River,Chilko,1985,739220,0,0,52424,0,180656,2919,0,473961,32179,0,7804,0,0
Fraser River,Chilko,1986,1424838,0,0,45476,0,1355953,182,0,4547,18862,0,2375,0,0
Fraser River,Chilko,1987,1917684,0,0,11108,0,1717330,5243,0,131741,57505,0,0,0,0
Fraser River,Chilko,1988,848977,0,0,970,0,500714,1951,0,36418,310875,0,1412,0,0
Fraser River,Chilko,1989,570655,0,0,47835,0,366037,1563,0,2890,153893,0,4399,0,0
Fraser River,Chilko,1990,4628030,0,0,11552,0,4413216,335,0,184400,18862,0,5802,0,0
Fraser River,Chilko,1991,4369073,0,0,2697,0,4032356,863,0,279555,54465,0,1136,0,0
Fraser River,Chilko,1992,3364478,0,0,11841,0,2979547,797,0,316979,56111,0,5033,0,0
Fraser River,Chilko,1993,3341605,0,0,13262,0,3015024,0,0,157913,155406,0,2975,0,0
Fraser River,Chilko,1994,2507517,0,0,4495,0,2412516,4715,0,86942,3564,0,0,0,0
Fraser River,Chilko,1995,1328549,0,0,3754,0,1126703,537,0,178745,19347,0,0,0,0
Fraser River,Chilko,1996,2042500,0,0,18173,0,1773513,614,0,128342,122472,0,0,0,0
Fraser River,Chilko,1997,3479966,0,0,10606,0,3380892,208,0,78754,9714,0,0,0,0
Fraser River,Chilko,1998,1899311,0,0,2778,0,1331935,184,0,548667,15931,0,0,0,0
Fraser River,Chilko,1999,1122928,0,0,359,0,1045307,36,0,72717,4545,0,0,0,0
Fraser River,Chilko,2000,1399857,0,0,222,0,1175834,0,0,179013,44788,0,0,0,0
Fraser River,Chilko,2001,850849,0,0,1084,0,663879,0,0,159331,26555,0,2414,0,0
Fraser River,Chilko,2002,646856,0,0,2228,0,423716,0,0,204615,16297,0,1811,0,0
Fraser River,Chilko,2003,1562429,0,0,3918,0,1449980,0,0,73801,34730,0,0,0,0
Fraser River,Chilko,2004,543517,0,0,176,0,424960,59,0,109275,9106,0,3035,0,0
Fraser River,Chilko,2005,1075508,0,0,4514,0,1001606,0,0,27152,42236,0,0,0,0
Fraser River,Chilko,2006,1276778,0,0,557,0,1119367,0,0,89122,67732,0,3565,0,0
Fraser River,Chilko,2007,437555,0,0,854,0,321849,0,0,106118,8734,0,0,0,0
Fraser River,Chilko,2008,449387,0,0,720,0,388845,0,0,29357,30465,0,554,0,0
Fraser River,Chilko,2009,306219,0,0,5283,0,262920,216,0,35584,2432,0,2432,0,0
Fraser River,Chilko,2010,4539662,0,0,2996,0,4462873,369,0,27406,46387,0,0,0,0
Fraser River,Chilko,2011,1691929,0,0,2364,0,1164212,537,0,405912,119441,0,0,0,0
Fraser River,Chilko,2012,551251,0,0,1271,0,496267,0,0,20850,32863,0,0,0,0
Fraser River,Chilko,2013,1747708,0,0,44119,0,1628663,0,0,59565,15361,0,0,0,0
Fraser River,Chilko,2014,2868176,0,0,3510,0,2642848,1170,0,221818,0,0,0,0,0
Fraser River,Chilko,2015,998970,0,0,2479,0,878488,0,0,111174,6829,0,2699,0,0
Fraser River,Chilko,2016,286996,0,0,905,0,195956,0,0,87631,2504,629,0,0,0
Fraser River,Chilko,2017,463257,0,0,2932,0,426237,0,0,34088,0,0,0,0,0
Fraser River,Chilko,2018,1608774,0,0,1480,0,1555820,0,0,51474,0,0,0,0,0
Fraser River,Chilko,2019,253148,0,0,158,0,166141,105,0,85417,1432,0,0,0,0
Fraser River,Chilko,2020,77357,0,0,1149,0,26869,0,0,48227,1112,0,154,0,0
Fraser River,Chilko,2021,1139303,0,0,19531,0,1106873,254,0,8291,4608,0,0,0,0
Fraser River,Chilko,2022,1607258,0,0,83,0,1567092,0,0,40083,0,0,0,0,0
Fraser River,Chilko,2023,461898,0,0,877,0,387637,251,0,63294,10090,0,0,0,0
Fraser River,Chilko,2024,189710,0,0,3987,0,156982,0,0,15162,13579,0,0,0,0
Fraser River,Chilko,2025,4066719,NA,NA,3757,NA,4038543,1878,NA,9392,15027,NA,NA,NA,NA
