System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Fraser River,Chilko,2014,2868176,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2012,0,2013,232523,0,246605,0.943
Fraser River,Chilko,2015,998970,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2008,0,2010,573557,0,250583,2.289
Fraser River,Chilko,2015,998970,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2009,0,2011,1854451,0,217778,8.515
Fraser River,Chilko,2015,998970,AgeClass_2.3,2699,6,2,3,2.3,6_3,63,2009,2699,2012,1854451,0.15,217778,8.515
Fraser River,Chilko,2015,998970,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2009,0,2013,1854451,0,217778,8.515
Fraser River,Chilko,2015,998970,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2010,0,2011,2806769,0,2462975,1.14
Fraser River,Chilko,2015,998970,AgeClass_1.3,111174,5,1,3,1.3,5_2,52,2010,111174,2012,2806769,3.96,2462975,1.14
Fraser River,Chilko,2015,998970,AgeClass_2.2,6829,5,2,2,2.2,5_3,53,2010,6829,2013,2806769,0.24,2462975,1.14
Fraser River,Chilko,2015,998970,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2011,0,2012,972133,0,919254,1.058
Fraser River,Chilko,2015,998970,AgeClass_1.2,878488,4,1,2,1.2,4_2,42,2011,878488,2013,972133,90.37,919254,1.058
Fraser River,Chilko,2015,998970,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2011,0,2014,972133,0,919254,1.058
Fraser River,Chilko,2015,998970,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2012,0,2013,232523,0,246605,0.943
Fraser River,Chilko,2015,998970,AgeClass_1.1,2479,3,1,1,1.1,3_2,32,2012,2479,2014,232523,1.07,246605,0.943
Fraser River,Chilko,2015,998970,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2013,0,2014,478616,0,1235222,0.387
Fraser River,Chilko,2016,286996,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2009,0,2011,1854451,0,217778,8.515
Fraser River,Chilko,2016,286996,AgeClass_1.4,629,6,1,4,1.4,6_2,62,2010,629,2012,2806769,0.02,2462975,1.14
Fraser River,Chilko,2016,286996,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2010,0,2013,2806769,0,2462975,1.14
Fraser River,Chilko,2016,286996,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2010,0,2014,2806769,0,2462975,1.14
Fraser River,Chilko,2016,286996,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2011,0,2012,972133,0,919254,1.058
Fraser River,Chilko,2016,286996,AgeClass_1.3,87631,5,1,3,1.3,5_2,52,2011,87631,2013,972133,9.01,919254,1.058
Fraser River,Chilko,2016,286996,AgeClass_2.2,2504,5,2,2,2.2,5_3,53,2011,2504,2014,972133,0.26,919254,1.058
Fraser River,Chilko,2016,286996,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2012,0,2013,232523,0,246605,0.943
Fraser River,Chilko,2016,286996,AgeClass_1.2,195956,4,1,2,1.2,4_2,42,2012,195956,2014,232523,84.27,246605,0.943
Fraser River,Chilko,2016,286996,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2012,0,2015,232523,0,246605,0.943
Fraser River,Chilko,2016,286996,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2013,0,2014,478616,0,1235222,0.387
Fraser River,Chilko,2016,286996,AgeClass_1.1,905,3,1,1,1.1,3_2,32,2013,905,2015,478616,0.19,1235222,0.387
Fraser River,Chilko,2016,286996,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2014,0,2015,1645755,0,1034250,1.591
Fraser River,Chilko,2017,463257,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2010,0,2012,2806769,0,2462975,1.14
Fraser River,Chilko,2017,463257,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2011,0,2013,972133,0,919254,1.058
Fraser River,Chilko,2017,463257,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2011,0,2014,972133,0,919254,1.058
Fraser River,Chilko,2017,463257,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2011,0,2015,972133,0,919254,1.058
Fraser River,Chilko,2017,463257,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2012,0,2013,232523,0,246605,0.943
Fraser River,Chilko,2017,463257,AgeClass_1.3,34088,5,1,3,1.3,5_2,52,2012,34088,2014,232523,14.66,246605,0.943
Fraser River,Chilko,2017,463257,AgeClass_2.2,0,5,2,2,2.2,5_3,53,2012,0,2015,232523,0,246605,0.943
Fraser River,Chilko,2017,463257,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2013,0,2014,478616,0,1235222,0.387
Fraser River,Chilko,2017,463257,AgeClass_1.2,426237,4,1,2,1.2,4_2,42,2013,426237,2015,478616,89.06,1235222,0.387
Fraser River,Chilko,2017,463257,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2013,0,2016,478616,0,1235222,0.387
Fraser River,Chilko,2017,463257,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2014,0,2015,1645755,0,1034250,1.591
Fraser River,Chilko,2017,463257,AgeClass_1.1,2932,3,1,1,1.1,3_2,32,2014,2932,2016,1645755,0.18,1034250,1.591
Fraser River,Chilko,2017,463257,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2015,0,2016,217065,0,662707,0.328
Fraser River,Chilko,2018,1608774,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2011,0,2013,972133,0,919254,1.058
Fraser River,Chilko,2018,1608774,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2012,0,2014,232523,0,246605,0.943
Fraser River,Chilko,2018,1608774,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2012,0,2015,232523,0,246605,0.943
Fraser River,Chilko,2018,1608774,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2012,0,2016,232523,0,246605,0.943
Fraser River,Chilko,2018,1608774,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2013,0,2014,478616,0,1235222,0.387
Fraser River,Chilko,2018,1608774,AgeClass_1.3,51474,5,1,3,1.3,5_2,52,2013,51474,2015,478616,10.75,1235222,0.387
Fraser River,Chilko,2018,1608774,AgeClass_2.2,0,5,2,2,2.2,5_3,53,2013,0,2016,478616,0,1235222,0.387
Fraser River,Chilko,2018,1608774,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2014,0,2015,1645755,0,1034250,1.591
Fraser River,Chilko,2018,1608774,AgeClass_1.2,1555820,4,1,2,1.2,4_2,42,2014,1555820,2016,1645755,94.54,1034250,1.591
Fraser River,Chilko,2018,1608774,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2014,0,2017,1645755,0,1034250,1.591
Fraser River,Chilko,2018,1608774,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2015,0,2016,217065,0,662707,0.328
Fraser River,Chilko,2018,1608774,AgeClass_1.1,1480,3,1,1,1.1,3_2,32,2015,1480,2017,217065,0.68,662707,0.328
Fraser River,Chilko,2018,1608774,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2016,0,2017,39926,0,155687,0.256
Fraser River,Chilko,2019,253148,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2012,0,2014,232523,0,246605,0.943
Fraser River,Chilko,2019,253148,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2013,0,2015,478616,0,1235222,0.387
Fraser River,Chilko,2019,253148,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2013,0,2016,478616,0,1235222,0.387
Fraser River,Chilko,2019,253148,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2013,0,2017,478616,0,1235222,0.387
Fraser River,Chilko,2019,253148,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2014,0,2015,1645755,0,1034250,1.591
Fraser River,Chilko,2019,253148,AgeClass_1.3,85417,5,1,3,1.3,5_2,52,2014,85417,2016,1645755,5.19,1034250,1.591
Fraser River,Chilko,2019,253148,AgeClass_2.2,1432,5,2,2,2.2,5_3,53,2014,1432,2017,1645755,0.09,1034250,1.591
Fraser River,Chilko,2019,253148,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2015,0,2016,217065,0,662707,0.328
Fraser River,Chilko,2019,253148,AgeClass_1.2,166141,4,1,2,1.2,4_2,42,2015,166141,2017,217065,76.54,662707,0.328
Fraser River,Chilko,2019,253148,AgeClass_2.1,105,4,2,1,2.1,4_3,43,2015,105,2018,217065,0.05,662707,0.328
Fraser River,Chilko,2019,253148,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2016,0,2017,39926,0,155687,0.256
Fraser River,Chilko,2019,253148,AgeClass_1.1,158,3,1,1,1.1,3_2,32,2016,158,2018,39926,0.4,155687,0.256
Fraser River,Chilko,2019,253148,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2017,0,2018,1148359,0,372212,3.085
Fraser River,Chilko,2020,77357,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2013,0,2015,478616,0,1235222,0.387
Fraser River,Chilko,2020,77357,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2014,0,2016,1645755,0,1034250,1.591
Fraser River,Chilko,2020,77357,AgeClass_2.3,154,6,2,3,2.3,6_3,63,2014,154,2017,1645755,0.01,1034250,1.591
Fraser River,Chilko,2020,77357,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2014,0,2018,1645755,0,1034250,1.591
Fraser River,Chilko,2020,77357,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2015,0,2016,217065,0,662707,0.328
Fraser River,Chilko,2020,77357,AgeClass_1.3,48227,5,1,3,1.3,5_2,52,2015,48227,2017,217065,22.22,662707,0.328
Fraser River,Chilko,2020,77357,AgeClass_2.2,1112,5,2,2,2.2,5_3,53,2015,1112,2018,217065,0.51,662707,0.328
Fraser River,Chilko,2020,77357,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2016,0,2017,39926,0,155687,0.256
Fraser River,Chilko,2020,77357,AgeClass_1.2,26869,4,1,2,1.2,4_2,42,2016,26869,2018,39926,67.3,155687,0.256
Fraser River,Chilko,2020,77357,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2016,0,2019,39926,0,155687,0.256
Fraser River,Chilko,2020,77357,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2017,0,2018,1148359,0,372212,3.085
Fraser River,Chilko,2020,77357,AgeClass_1.1,1149,3,1,1,1.1,3_2,32,2017,1149,2019,1148359,0.1,372212,3.085
Fraser River,Chilko,2020,77357,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2018,0,2019,1660007,0,619623,2.679
Fraser River,Chilko,2021,1139303,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2014,0,2016,1645755,0,1034250,1.591
Fraser River,Chilko,2021,1139303,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2015,0,2017,217065,0,662707,0.328
Fraser River,Chilko,2021,1139303,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2015,0,2018,217065,0,662707,0.328
Fraser River,Chilko,2021,1139303,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2015,0,2019,217065,0,662707,0.328
Fraser River,Chilko,2021,1139303,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2016,0,2017,39926,0,155687,0.256
Fraser River,Chilko,2021,1139303,AgeClass_1.3,8291,5,1,3,1.3,5_2,52,2016,8291,2018,39926,20.77,155687,0.256
Fraser River,Chilko,2021,1139303,AgeClass_2.2,4608,5,2,2,2.2,5_3,53,2016,4608,2019,39926,11.54,155687,0.256
Fraser River,Chilko,2021,1139303,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2017,0,2018,1148359,0,372212,3.085
Fraser River,Chilko,2021,1139303,AgeClass_1.2,1106873,4,1,2,1.2,4_2,42,2017,1106873,2019,1148359,96.39,372212,3.085
Fraser River,Chilko,2021,1139303,AgeClass_2.1,254,4,2,1,2.1,4_3,43,2017,254,2020,1148359,0.02,372212,3.085
Fraser River,Chilko,2021,1139303,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2018,0,2019,1660007,0,619623,2.679
Fraser River,Chilko,2021,1139303,AgeClass_1.1,19531,3,1,1,1.1,3_2,32,2018,19531,2020,1660007,1.18,619623,2.679
Fraser River,Chilko,2021,1139303,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2019,0,2020,NA,NA,169877,NA
Fraser River,Chilko,2022,1607258,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2015,0,2017,217065,0,662707,0.328
Fraser River,Chilko,2022,1607258,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2016,0,2018,39926,0,155687,0.256
Fraser River,Chilko,2022,1607258,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2016,0,2019,39926,0,155687,0.256
Fraser River,Chilko,2022,1607258,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2016,0,2020,39926,0,155687,0.256
Fraser River,Chilko,2022,1607258,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2017,0,2018,1148359,0,372212,3.085
Fraser River,Chilko,2022,1607258,AgeClass_1.3,40083,5,1,3,1.3,5_2,52,2017,40083,2019,1148359,3.49,372212,3.085
Fraser River,Chilko,2022,1607258,AgeClass_2.2,0,5,2,2,2.2,5_3,53,2017,0,2020,1148359,0,372212,3.085
Fraser River,Chilko,2022,1607258,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2018,0,2019,1660007,0,619623,2.679
Fraser River,Chilko,2022,1607258,AgeClass_1.2,1567092,4,1,2,1.2,4_2,42,2018,1567092,2020,1660007,94.4,619623,2.679
Fraser River,Chilko,2022,1607258,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2018,0,2021,1660007,0,619623,2.679
Fraser River,Chilko,2022,1607258,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2019,0,2020,NA,NA,169877,NA
Fraser River,Chilko,2022,1607258,AgeClass_1.1,83,3,1,1,1.1,3_2,32,2019,83,2021,NA,NA,169877,NA
Fraser River,Chilko,2022,1607258,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2020,0,2021,NA,NA,55490,NA
Fraser River,Chilko,2023,461898,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2016,0,2018,39926,0,155687,0.256
Fraser River,Chilko,2023,461898,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2017,0,2019,1148359,0,372212,3.085
Fraser River,Chilko,2023,461898,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2017,0,2020,1148359,0,372212,3.085
Fraser River,Chilko,2023,461898,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2017,0,2021,1148359,0,372212,3.085
Fraser River,Chilko,2023,461898,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2018,0,2019,1660007,0,619623,2.679
Fraser River,Chilko,2023,461898,AgeClass_1.3,63294,5,1,3,1.3,5_2,52,2018,63294,2020,1660007,3.81,619623,2.679
Fraser River,Chilko,2023,461898,AgeClass_2.2,10090,5,2,2,2.2,5_3,53,2018,10090,2021,1660007,0.61,619623,2.679
Fraser River,Chilko,2023,461898,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2019,0,2020,NA,NA,169877,NA
Fraser River,Chilko,2023,461898,AgeClass_1.2,387637,4,1,2,1.2,4_2,42,2019,387637,2021,NA,NA,169877,NA
Fraser River,Chilko,2023,461898,AgeClass_2.1,251,4,2,1,2.1,4_3,43,2019,251,2022,NA,NA,169877,NA
Fraser River,Chilko,2023,461898,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2020,0,2021,NA,NA,55490,NA
Fraser River,Chilko,2023,461898,AgeClass_1.1,877,3,1,1,1.1,3_2,32,2020,877,2022,NA,NA,55490,NA
Fraser River,Chilko,2023,461898,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2021,0,2022,NA,NA,917861,NA
Fraser River,Chilko,2024,189710,AgeClass_1.5,0,7,1,5,1.5,7_2,72,2017,0,2019,1148359,0,372212,3.085
Fraser River,Chilko,2024,189710,AgeClass_1.4,0,6,1,4,1.4,6_2,62,2018,0,2020,1660007,0,619623,2.679
Fraser River,Chilko,2024,189710,AgeClass_2.3,0,6,2,3,2.3,6_3,63,2018,0,2021,1660007,0,619623,2.679
Fraser River,Chilko,2024,189710,AgeClass_3.2,0,6,3,2,3.2,6_4,64,2018,0,2022,1660007,0,619623,2.679
Fraser River,Chilko,2024,189710,AgeClass_0.4,0,5,0,4,0.4,5_1,51,2019,0,2020,NA,NA,169877,NA
Fraser River,Chilko,2024,189710,AgeClass_1.3,15162,5,1,3,1.3,5_2,52,2019,15162,2021,NA,NA,169877,NA
Fraser River,Chilko,2024,189710,AgeClass_2.2,13579,5,2,2,2.2,5_3,53,2019,13579,2022,NA,NA,169877,NA
Fraser River,Chilko,2024,189710,AgeClass_0.3,0,4,0,3,0.3,4_1,41,2020,0,2021,NA,NA,55490,NA
Fraser River,Chilko,2024,189710,AgeClass_1.2,156982,4,1,2,1.2,4_2,42,2020,156982,2022,NA,NA,55490,NA
Fraser River,Chilko,2024,189710,AgeClass_2.1,0,4,2,1,2.1,4_3,43,2020,0,2023,NA,NA,55490,NA
Fraser River,Chilko,2024,189710,AgeClass_0.2,0,3,0,2,0.2,3_1,31,2021,0,2022,NA,NA,917861,NA
Fraser River,Chilko,2024,189710,AgeClass_1.1,3987,3,1,1,1.1,3_2,32,2021,3987,2023,NA,NA,917861,NA
Fraser River,Chilko,2024,189710,AgeClass_0.1,0,2,0,1,0.1,2_1,21,2022,0,2023,NA,NA,881315,NA
Fraser River,Chilko,2025,4066719,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,2018,NA,2020,1660007,NA,619623,2.679
Fraser River,Chilko,2025,4066719,AgeClass_1.4,NA,6,1,4,1.4,6_2,62,2019,NA,2021,NA,NA,169877,NA
Fraser River,Chilko,2025,4066719,AgeClass_2.3,NA,6,2,3,2.3,6_3,63,2019,NA,2022,NA,NA,169877,NA
Fraser River,Chilko,2025,4066719,AgeClass_3.2,NA,6,3,2,3.2,6_4,64,2019,NA,2023,NA,NA,169877,NA
Fraser River,Chilko,2025,4066719,AgeClass_0.4,NA,5,0,4,0.4,5_1,51,2020,NA,2021,NA,NA,55490,NA
Fraser River,Chilko,2025,4066719,AgeClass_1.3,9392,5,1,3,1.3,5_2,52,2020,9392,2022,NA,NA,55490,NA
Fraser River,Chilko,2025,4066719,AgeClass_2.2,15027,5,2,2,2.2,5_3,53,2020,15027,2023,NA,NA,55490,NA
Fraser River,Chilko,2025,4066719,AgeClass_0.3,NA,4,0,3,0.3,4_1,41,2021,NA,2022,NA,NA,917861,NA
Fraser River,Chilko,2025,4066719,AgeClass_1.2,4038543,4,1,2,1.2,4_2,42,2021,4038543,2023,NA,NA,917861,NA
Fraser River,Chilko,2025,4066719,AgeClass_2.1,1878,4,2,1,2.1,4_3,43,2021,1878,2024,NA,NA,917861,NA
Fraser River,Chilko,2025,4066719,AgeClass_0.2,NA,3,0,2,0.2,3_1,31,2022,NA,2023,NA,NA,881315,NA
Fraser River,Chilko,2025,4066719,AgeClass_1.1,3757,3,1,1,1.1,3_2,32,2022,3757,2024,NA,NA,881315,NA
Fraser River,Chilko,2025,4066719,AgeClass_0.1,NA,2,0,1,0.1,2_1,21,2023,NA,2024,NA,NA,345517,NA
Fraser River,Late Stuart,1950,NA,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,1943,NA,1945,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_1.4,NA,6,1,4,1.4,6_2,62,1944,NA,1946,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_2.3,NA,6,2,3,2.3,6_3,63,1944,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_3.2,NA,6,3,2,3.2,6_4,64,1944,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_0.4,NA,5,0,4,0.4,5_1,51,1945,NA,1946,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_1.3,NA,5,1,3,1.3,5_2,52,1945,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_2.2,0,5,2,2,2.2,5_3,53,1945,0,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_0.3,NA,4,0,3,0.3,4_1,41,1946,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_1.2,NA,4,1,2,1.2,4_2,42,1946,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_2.1,NA,4,2,1,2.1,4_3,43,1946,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_0.2,NA,3,0,2,0.2,3_1,31,1947,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_1.1,0,3,1,1,1.1,3_2,32,1947,0,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1950,NA,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1948,0,1949,327,0,1049,0.312
Fraser River,Late Stuart,1951,NA,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,1944,NA,1946,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_1.4,NA,6,1,4,1.4,6_2,62,1945,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_2.3,NA,6,2,3,2.3,6_3,63,1945,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_3.2,NA,6,3,2,3.2,6_4,64,1945,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_0.4,NA,5,0,4,0.4,5_1,51,1946,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_1.3,NA,5,1,3,1.3,5_2,52,1946,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_2.2,0,5,2,2,2.2,5_3,53,1946,0,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_0.3,NA,4,0,3,0.3,4_1,41,1947,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_1.2,NA,4,1,2,1.2,4_2,42,1947,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_2.1,NA,4,2,1,2.1,4_3,43,1947,NA,1950,NA,NA,NA,NA
Fraser River,Late Stuart,1951,NA,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1948,0,1949,327,0,1049,0.312
Fraser River,Late Stuart,1951,NA,AgeClass_1.1,0,3,1,1,1.1,3_2,32,1948,0,1950,327,0,1049,0.312
Fraser River,Late Stuart,1951,NA,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1949,0,1950,1530202,0,107752,14.201
Fraser River,Late Stuart,1952,NA,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,1945,NA,1947,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_1.4,NA,6,1,4,1.4,6_2,62,1946,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_2.3,NA,6,2,3,2.3,6_3,63,1946,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_3.2,NA,6,3,2,3.2,6_4,64,1946,NA,1950,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_0.4,NA,5,0,4,0.4,5_1,51,1947,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_1.3,NA,5,1,3,1.3,5_2,52,1947,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_2.2,0,5,2,2,2.2,5_3,53,1947,0,1950,NA,NA,NA,NA
Fraser River,Late Stuart,1952,NA,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1948,0,1949,327,0,1049,0.312
Fraser River,Late Stuart,1952,NA,AgeClass_1.2,327,4,1,2,1.2,4_2,42,1948,327,1950,327,100,1049,0.312
Fraser River,Late Stuart,1952,NA,AgeClass_2.1,0,4,2,1,2.1,4_3,43,1948,0,1951,327,0,1049,0.312
Fraser River,Late Stuart,1952,NA,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1949,0,1950,1530202,0,107752,14.201
Fraser River,Late Stuart,1952,NA,AgeClass_1.1,3433,3,1,1,1.1,3_2,32,1949,3433,1951,1530202,0.22,107752,14.201
Fraser River,Late Stuart,1952,NA,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1950,0,1951,39681,0,5843,6.791
Fraser River,Late Stuart,1953,1527145,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,1946,NA,1948,NA,NA,NA,NA
Fraser River,Late Stuart,1953,1527145,AgeClass_1.4,NA,6,1,4,1.4,6_2,62,1947,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1953,1527145,AgeClass_2.3,NA,6,2,3,2.3,6_3,63,1947,NA,1950,NA,NA,NA,NA
Fraser River,Late Stuart,1953,1527145,AgeClass_3.2,NA,6,3,2,3.2,6_4,64,1947,NA,1951,NA,NA,NA,NA
Fraser River,Late Stuart,1953,1527145,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1948,0,1949,327,0,1049,0.312
Fraser River,Late Stuart,1953,1527145,AgeClass_1.3,0,5,1,3,1.3,5_2,52,1948,0,1950,327,0,1049,0.312
Fraser River,Late Stuart,1953,1527145,AgeClass_2.2,0,5,2,2,2.2,5_3,53,1948,0,1951,327,0,1049,0.312
Fraser River,Late Stuart,1953,1527145,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1949,0,1950,1530202,0,107752,14.201
Fraser River,Late Stuart,1953,1527145,AgeClass_1.2,1526554,4,1,2,1.2,4_2,42,1949,1526554,1951,1530202,99.76,107752,14.201
Fraser River,Late Stuart,1953,1527145,AgeClass_2.1,0,4,2,1,2.1,4_3,43,1949,0,1952,1530202,0,107752,14.201
Fraser River,Late Stuart,1953,1527145,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1950,0,1951,39681,0,5843,6.791
Fraser River,Late Stuart,1953,1527145,AgeClass_1.1,591,3,1,1,1.1,3_2,32,1950,591,1952,39681,1.49,5843,6.791
Fraser River,Late Stuart,1953,1527145,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1951,0,1952,63810,0,4402,14.496
Fraser River,Late Stuart,1954,36886,AgeClass_1.5,NA,7,1,5,1.5,7_2,72,1947,NA,1949,NA,NA,NA,NA
Fraser River,Late Stuart,1954,36886,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1948,0,1950,327,0,1049,0.312
Fraser River,Late Stuart,1954,36886,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1948,0,1951,327,0,1049,0.312
Fraser River,Late Stuart,1954,36886,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1948,0,1952,327,0,1049,0.312
Fraser River,Late Stuart,1954,36886,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1949,0,1950,1530202,0,107752,14.201
Fraser River,Late Stuart,1954,36886,AgeClass_1.3,0,5,1,3,1.3,5_2,52,1949,0,1951,1530202,0,107752,14.201
Fraser River,Late Stuart,1954,36886,AgeClass_2.2,215,5,2,2,2.2,5_3,53,1949,215,1952,1530202,0.01,107752,14.201
Fraser River,Late Stuart,1954,36886,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1950,0,1951,39681,0,5843,6.791
Fraser River,Late Stuart,1954,36886,AgeClass_1.2,36671,4,1,2,1.2,4_2,42,1950,36671,1952,39681,92.41,5843,6.791
